emotion,text
Negative,Know what would be great? For my shoulder to stop hurting so I can sleep normal again.  I just want/need a few solid hours of good sleep.
Negative,@MariusLT I'm sorry about your bad driving experiences.
Negative,Already misses @CMontecillo
Negative,"plan may changes , nooooooo"
Negative,my sister is a douchebag
Positive,@fiercebanana there's relisting fees when you don't complete a sale?  that sucks!
Negative,I knew I should've worn the SARS mask on the plane from SoCal.. feeling the beginnings of a sore throat
Negative,Gutted that the bathroom still isn't free- early work isn't going to happen  . And I need the loo!
Negative,@laurelexmachina awww I wish I could have been there  I'm stuck here about to jab out my eyes with knitting needles
Positive,@astynes Me too.  Wonder if Mnet will show it...
Positive,@calvinharris stop talkin about food haha fill like sum nw  hha hows your day goin or starting
Negative,"finished sewing for the night, uploading pictures from slidebar and beach. i cant believe i am having difficulties with twitter!"
Negative,thank you @ddlovato (: cant wait!!!! ummm btw ima crash still sick
Negative,"First my work computer, now my home laptop is fucked."
Negative,#liesgirlstell  a guy calls her phone to see if the number is real ) ohh my phone isn't working . try tomorrow .
Negative,#beer #friday #melbourne #cbd #mtub #mini #cmon Thirsty and lonely ... you buggers are making me feel like a scotty no mates
Negative,@debbylovespr I know. We came back from 22 down in the 1st just to lose the lead in the last 6 minutes.
Negative,gosh... summer vacation is almost over here at the philippines.. kinda sad..  i wonder what section will i be in?
Negative,I'm bummed that I can't wear my sweet Nike kicks to work.
Negative,@Pickleybaby - your twitter is broken
Negative,@joek949 It's depressing I'm stuck inside all day
Negative,@rachelasha I even saw the news feeds of the archie website. But can't believe he'd choose veronica. I'm disappointed
Negative,i hate being sick. i miss @cynthiasheree @lucyowns and @larilync
Positive,Getting ready for school - second maths test today  also its my last day of 3rd year!! Next week i will officially be in 4th year
Negative,"Woke Up,I Wanna Stay In My bed"
Negative,depressed that i wasn't included in the morcom gardens quiz on facebook
Negative,"@dravenreborn yeah, its still totally in the high 60s here. soooo notlooking forward to aug and sept up here"
Negative,Upsidedown tomato plants died!
Negative,So deep its priecing my soul
Negative,@ashleypratt Oh come on!!! You get next week off and I get next week full of exams!
Negative,"@vocabularies i know, don't tell anyone  i dont know if my dad told the famz yet. i think i'm taking it online."
Negative,@ddlovato Caan't Iht Be Earlier? ICant Wait That Long.  Ahar. (:
Positive,"Friday yay!! And a bonus, don't have to drive to Wales tonight.  Athough will miss kitten cuddles and going for a ride"
Negative,My children have promised me birthday brekkie in bed. There's a problem with that in that there's bugger all food in the house
Negative,@RDeRozario woops! I only just realized my DMs to you are not going through
Positive,I cant use my blackberry today. This sucks.
Positive,Q: what studio created 'Open Season'? should google it or look at the dvd downstairs but feeling lazy
Negative,@prncsztalia why do you hate me!?
Negative,time for tv in bed.Then spending all day catching up on studying  i hate online summer classes
Negative,http://twitpic.com/663vr - Wanted to visit the animals but we were too late
Negative,@prime8507 PC I agree...  We have a problem. We must stop spending and only work!!!
Negative,#jonaswebcast i just missed it!!!!
Negative,Dang it! I REALLY look like crap!! Sigh only had 35mins to shower and 10mins to get ready
Negative,So exhausted..can't sleep. I don't like these nights
Negative,i'm gonna miss all the live Comet action tomorrow! i have to go take care of my cousins and they don't have access to the interwebz
Positive,lol i cant drink!!
Positive,"if bill compton has wii, why can't he have twitter?"
Negative,@NothinButSin sorry to hear that.
Negative,"Morning ;Sports day today, and I have to do the three-legged race with @Weefeetfrankie  ; Mr Pettigrew said I'm not aloud to trip her up"
Negative,Just found out I can't drink at this bar! Booo missing e1 at palomino's! No cheers sad face
Negative,Cannot sleep. 2+ hours of tossing and turning.
Negative,Omg going to die of swine flu when I go to Melbourne
Negative,Packing  I don't like it..
Negative,finished a whole box of ice cream
Negative,@crispynoodles plus I just deposited tax return cheque but for first time in 7+ years it didn't clear immediately
Positive,Photo: martwo: OMG i love you!!!! i accadentally deleted this photo  yay hes SO beautiful http://tumblr.com/xvd1wankt
Negative,@AshleighRyder I knooww  &amp; my hot water bottle iss in whangamata without me. ahhhhh
Positive,@charlieboy808 thanks for the rt and sorry about your new place with the domestics
Positive,"Ok, other then my shoe, the club is cool. Its fun, and its poppin except 4 the ppl tryna dance wit me"
Negative,Holy crap! It's raining in LA and I don't have a jacket!  oh no.
Negative,"Wish I could attend E3 this year. But these small events like the NBA and Stanley Cup Finals keep getting in the way.   Work, work, work."
Positive,"@o0hemmy lol hi emmy, latin would help me study for the aptitude tests to get into grad school ;\ thats why i wanna take it"
Negative,@chrisontv88 btw I am not a wimp
Positive,@kaseypoteet LOL yeah yeah you big perv ;) Was hoping to see you next week but scrapped plans
Negative,Rejecting all food substances.
Negative,"@bigyahu no I was trying to interview Dr Paul Twomey, CEO of ICANN. Phone issues cut the interview from 30 mins to 15."
Negative,@queenbmakeup i can't add you on myspace girly  it asks for a last name and email
Negative,"back at Vienna (  ), sooo tired, luggage lost, Manchester 'd been great - very good outcome from Seminar at MBS &amp; great people around ..."
Negative,@meghanwong don't think i can take a needle. watched a horribly gory short film on drugs a few months ago. i'm scarred for life.
Negative,I don't wanna go back to work   sleepy time.
Negative,@jprestonian It feels not good.
Negative,Thinking about getting up for work
Negative,I was a very naughty girl tonight. dissappointed with myself
Negative,@rbuerckner That's better than Missy 8 telling me I should be on The Biggest Loser
Negative,http://bit.ly/3W9w1  NOOOO! he goes for Orlando! OMG  I'm gonna CRY!!!!!!!!
Positive,@MyCakesRock  AAAAAAHHHHHHHH !!!!!  SOOOOOOOO SWEEEEEEET !!!!!!  I miss that age ..... SOOOO MUCH !
Positive,Just saw a fox!  as i was getting on the freeway... I hope it goes home
Positive,recapping on britains got talent. britain seems more talented than america
Positive,"good time Rocking out @ open mic, thanks 4 all the love n support. Now working on Business plan presentation. No CG again 2nite"
Negative,"@johnpopham Morning John, yes I do, however I have a diary clash and sadly can't attend!"
Negative,I miss my friend
Negative,Yea i just saw this really sad commercial
Negative,Hmmm. Using TinyTwitter on a small non-touch screen is really not much fun
Positive,@plantweb  Lettuce &amp; spinach does best in cool weather.. I live in florida..not much luck growing those..
Positive,"@IkramShahnawaz Oh I love 'em, but when I think about the kind of preservatives they're using to stay &quot;just-baked&quot; it kinda makes me sick"
Negative,@elephantgravy my new lens isn't working. It worked for a bit and now gives an fEE error
Negative,Hates having to sleep alone
Negative,"back at school again. almost weekend. oh wait, i gotta work from eight to four tonight"
Negative,I loved johnny carson now I'm going to hate seeing jay leno go
Negative,even though everyone wanted to do a newish song and our teacher agreed :S old grumpy doesn't like us happy  haha
Negative,doing my english essay (on r&amp;j...wtf) that i should have done a long time ago when it was assigned last thursday
Negative,@Tiff_Tiff_Marie  I think I do it too much....
Negative,@razitul ya. i was suffering the whole day yesterday. met dentist and feel a bit better. i still look like rocky balboa though
Negative,@GQbound I didn't end up really eating  had more snacks. sigh
Positive,FINALLY...the internet is up. The server is down in Phoenix and it was fucked up.
Negative,@Harishk: @krist0ph3r @saurabh sorry guys i have to drop out of the trip... some personal commitments..
Negative,I didn't get a callback for the play I cried...  oh well I guess it's back to being a techie..
Positive,@UniqueMakis Awesome! Wish I could fly out to see her
Negative,@lunafactor I kinda wish I went with you now!.. I can't fall asleep
Positive,@nawid nope  het is LOST&amp;found he ;-)
Negative,"At Rocky Cola Diner in Whittier tonight with teacher pal Mr. B, we had a great time chatting but no one else came..."
Positive,"@heresmyhello92 LOL, very true. Maybe next year. I loooved that siggy, and I don't remember what the password for the mod thing was  Cake?"
Negative,ummm sooo yeh....its really hard to concentrate rite now wen i have this weird #lupus feeling goin thro my body
Negative,@charleyboorman http://twitpic.com/65623 - OUCH!! That looks so painful
Positive,@JetWolf I know I enjoy watching you two on twitter. About as entertaining as the comic.  That I miss
Negative,@Dakshinamurti Not yet... sorry
Negative,All I want to do is sit back &amp; relax for a little while. How can that be this difficult?!
Negative,@zhenerak I thought I was your best friend?
Negative,FALL ASLEEP ON ME AGAIN  But I know how it feels now LOL. Drag Me To Hell tonight! Quite excited
Negative,god i cant even catch public transport. swine flu is shit house
Negative,"Dad just said that our trip to UK is cancelled, due to da swine flu. Ooops! Sorry abang."
Positive,Hahaha! Alright  ..
Negative,@guitar21g @jackie_hussein i have to wake up earlier than i thought.. my dad wants me to take him food at 9AM! no0o0o0o!
Positive,someone take me to LA  I NEED TO SEE THE LEMON TREE
Negative,um... so I don't think my text msgs have a &quot;subject line&quot; ... I fail
Negative,tummy ache.
